chr	pos	strand	ratio
chr1	110359967	+	0.123809524
chr1	110359999	+	0.597222222
chr1	110360009	+	0.218253968
chr1	110360434	+	0.12
chr1	110361359	+	0.188034188
chr1	110361363	+	0.111111111
chr1	110362436	+	0.357142857
chr1	110362455	+	0.3
chr1	110362530	+	0.236111111
chr1	110362573	+	0.255665903
chr1	110363505	+	0.220797721
chr1	110364494	+	0.158730159
chr1	110366051	+	0.108225108
chr1	110367385	+	0.472402598
chr1	110367575	+	0.901098901
chr1	110367958	+	0.284313725
chr1	110368035	+	0.541666667
chr1	110369072	+	0.140740741
chr1	110369080	+	0.111111111
chr1	110369120	+	0.130952381
chr1	110369227	+	0.2160401
chr1	110369434	+	0.43956044
chr1	110369437	+	0.155844156
chr1	110369493	+	0.779202279
chr1	110381422	+	1
chr1	110396914	+	1
chr1	110411147	+	1
chr1	1104268	-	0.5
chr1	1105386	-	0.1
chr1	1105396	-	0.2
chr1	1105718	-	0.666666667
chr1	1105774	-	0.222222222
chr1	11083125	-	0.25
chr1	11083126	-	0.25
chr1	11083148	-	0.166666667
chr1	1109605	-	0.272727273
chr1	111136470	-	0.25
chr1	1112865	-	0.233333333
chr1	1112951	-	0.351851852
chr1	1112952	-	0.185185185
chr1	1113004	-	0.111111111
chr1	1113025	-	0.5
chr1	1113047	-	0.75
chr1	1113048	-	0.5
chr1	1113084	-	0.666666667
chr1	1113318	-	0.333333333
chr1	1114049	-	0.166666667
chr1	1114144	-	0.288888889
chr1	1114150	-	0.111111111
chr1	1114201	-	0.25
chr1	111439382	-	0.166666667
chr1	111439550	-	0.166666667
chr1	111653537	+	0.333333333
chr1	112470508	+	1
chr1	112538440	-	0.1
chr1	112565130	-	0.166666667
chr1	112566569	-	0.4
chr1	112569875	-	0.142857143
chr1	112571021	-	1
chr1	112571061	-	1
chr1	112571062	-	1
chr1	112571620	-	1
chr1	112574112	-	0.5
chr1	112574196	-	0.222222222
chr1	112574271	-	0.333333333
chr1	112655663	+	1
chr1	112685534	+	0.5
chr1	112931498	-	0.25
chr1	112945123	-	0.166666667
chr1	112945880	-	1
chr1	112961927	+	0.277777778
chr1	112963114	+	0.111111111
chr1	112964979	+	0.25
chr1	112965865	+	0.333333333
chr1	112966565	+	0.444444444
chr1	112966766	+	0.1
chr1	112967267	+	0.166666667
chr1	112967292	+	0.333333333
chr1	112968895	+	0.111111111
chr1	112969471	+	0.133333333
chr1	112969472	+	0.108695652
chr1	112969619	+	0.150980392
chr1	112970473	+	0.333333333
chr1	112970479	+	0.380952381
chr1	112970480	+	0.476190476
chr1	112970657	+	0.541666667
chr1	112972657	+	0.1
chr1	112972675	+	0.166666667
chr1	112974060	+	0.134680135
chr1	112979103	+	0.666666667
chr1	112979128	+	1
chr1	112979240	+	0.25
chr1	112979615	+	0.166666667
chr1	112981048	+	0.6
chr1	112987878	+	0.5
chr1	112999558	+	0.25
chr1	112999659	+	0.25
chr1	113001311	+	0.5
chr1	113004977	+	0.25
chr1	113006284	+	0.5
chr1	113006436	+	0.555555556
chr1	113008743	+	0.333333333
chr1	113009684	+	0.133333333
chr1	113009686	+	0.111111111
chr1	113009726	+	0.166666667
chr1	113010035	+	0.444444444
chr1	113010460	+	1
chr1	113010495	+	1
chr1	113010496	+	1
chr1	113010535	+	1
chr1	113010788	+	0.5
chr1	113010789	+	0.611111111
chr1	113011078	+	0.5
chr1	113011144	+	0.333333333
chr1	113011152	+	0.333333333
chr1	113011153	+	0.5
chr1	113011236	+	1
chr1	113011237	+	1
chr1	113011289	+	0.333333333
chr1	113014444	+	0.722222222
chr1	113014860	+	0.333333333
chr1	113014929	+	0.555555556
chr1	113017131	+	0.133333333
chr1	113018067	+	0.277777778
chr1	113020571	+	0.666666667
chr1	113031882	+	1
chr1	113075880	+	1
chr1	113075958	+	0.25
chr1	113079615	+	0.444444444
chr1	113086997	+	0.5
chr1	113087449	+	0.6
chr1	113090981	+	0.5
chr1	113104654	+	1
chr1	113108730	+	0.5
chr1	113120218	+	0.5
chr1	113122183	+	1
chr1	113129149	+	0.433333334
chr1	113129150	+	0.433333334
chr1	113129994	+	0.352564103
chr1	113129999	+	0.111111111
chr1	113130000	+	0.565656565
chr1	113130017	+	0.243386243
chr1	113130148	+	0.333333333
chr1	113404296	+	0.577777778
chr1	113404297	+	0.6
chr1	113424948	+	0.5
chr1	113618257	+	1
chr1	113716410	-	0.5
chr1	113716452	-	0.166666667
chr1	113716455	-	0.333333334
chr1	113724458	-	0.5
chr1	113724459	-	0.5
chr1	113748672	-	0.333333333
chr1	114415115	-	0.388888889
chr1	114419118	-	0.166666667
chr1	114419119	-	0.166666667
chr1	114474805	-	0.333333333
chr1	114481884	-	1
chr1	114505630	-	0.4
chr1	114575325	-	1
chr1	114584344	-	0.111111111
chr1	114584357	-	0.194444444
chr1	114584364	-	0.166666667
chr1	114753833	-	0.333333333
chr1	115654467	+	0.9
chr1	116543876	-	1
chr1	116925267	+	0.333333333
chr1	117057378	-	0.5
chr1	117082313	+	0.1
chr1	117867590	-	0.133333333
chr1	117963503	+	0.5
chr1	117963571	+	0.333333333
chr1	119141132	+	0.625
chr1	119143356	+	0.759259259
chr1	119144672	+	0.292929293
chr1	119144768	+	0.166666667
chr1	119157441	+	0.111111111
chr1	119158404	+	0.166666667
chr1	119158683	+	0.5
chr1	119161688	+	0.166666667
chr1	119163911	+	1
chr1	119164239	+	0.333333334
chr1	119164261	+	0.833333334
chr1	119171247	+	0.5
chr1	119175762	+	0.166666667
chr1	119232117	+	1
chr1	11940081	+	0.125
chr1	11945338	+	0.428571429
chr1	11999976	+	1
chr1	12023901	+	0.4
chr1	1266632	-	0.5
chr1	1266705	-	0.166666667
chr1	1267092	-	1
chr1	1267093	-	1
chr1	1279587	+	0.333333333
chr1	1280065	+	1
chr1	1316464	-	0.166666667
chr1	1316800	-	0.1
chr1	1317061	-	0.682539682
chr1	1317133	-	0.2
chr1	1318006	-	0.53968254
chr1	1318564	-	0.5
chr1	145192764	-	1
chr1	145193810	-	0.333333334
chr1	145193811	-	0.333333334
chr1	145745519	-	0.537037037
chr1	145745521	-	0.532608696
chr1	145745596	-	0.324074074
chr1	145745639	-	0.75
chr1	145745657	-	0.111111111
chr1	145745982	-	0.247619048
chr1	145745992	-	0.269230769
chr1	145746037	-	0.277777778
chr1	145746059	-	0.444444444
chr1	145746102	-	0.177777778
chr1	145775498	-	0.5
chr1	145776410	-	0.333333333
chr1	145851573	-	0.5
chr1	145921979	-	0.191666667
chr1	145921980	-	0.263888889
chr1	145922075	-	0.411706349
chr1	145922076	-	0.579594017
chr1	145922141	-	0.815384615
chr1	145922142	-	0.559259259
chr1	145922148	-	1
chr1	145922162	-	0.516591252
chr1	145923014	-	0.74960981
chr1	145923018	-	0.429405163
chr1	145923019	-	0.163793103
chr1	145923078	-	0.625793651
chr1	145923094	-	0.592760181
chr1	145923108	-	0.203431373
chr1	145923163	-	0.498831628
chr1	145925523	-	0.476190476
chr1	146060479	+	1
chr1	147631651	-	1
chr1	147638959	-	0.25
chr1	147667907	-	0.666666667
chr1	1483680	+	0.166666667
chr1	1483681	+	0.533333333
chr1	148408810	-	1
chr1	148408813	-	0.333333333
chr1	148409490	-	0.222222222
chr1	148413575	-	0.25
chr1	148426177	-	0.25
chr1	148426185	-	0.25
chr1	148426221	-	0.75
chr1	148426222	-	0.2
chr1	148426223	-	0.1
chr1	148426285	-	0.5
chr1	148427267	-	0.666666667
chr1	148427321	-	1
chr1	148427322	-	0.5
chr1	148427330	-	0.5
chr1	148427347	-	0.25
chr1	1484320	+	0.277777778
chr1	1484366	+	0.416666667
chr1	149555534	+	0.166666667
chr1	149555763	+	0.666666667
chr1	149941828	-	0.111111111
chr1	149992613	-	1
chr1	149992614	-	1
chr1	149993027	-	1
chr1	149994498	-	1
chr1	150004926	-	0.333333333
chr1	150046655	-	0.5
chr1	150099295	+	0.125
chr1	150099296	+	0.35
chr1	150099313	+	0.35
chr1	150099392	+	0.5
chr1	150101569	+	0.333333333
chr1	150101822	+	0.5
chr1	150104994	+	0.5
chr1	150107673	+	0.333333334
chr1	150109132	+	1
chr1	150109211	+	0.5
chr1	150124361	+	1
chr1	150124667	+	1
chr1	150128115	+	1
chr1	150136505	+	0.333333333
chr1	150294737	+	0.277777778
chr1	150294738	+	0.166666667
chr1	150294830	+	0.2
chr1	150295179	+	1
chr1	150298034	+	0.333333333
chr1	150298952	+	0.266666667
chr1	150301706	+	0.111111111
chr1	150305695	+	0.111111111
chr1	150308645	+	0.235172235
chr1	150308756	+	0.356532357
chr1	150376956	+	0.166666667
chr1	150458374	+	0.5
chr1	150466257	+	1
chr1	150492767	+	0.166666667
chr1	150572347	-	0.166666667
chr1	150601751	-	0.666666667
chr1	150607165	-	0.666666667
chr1	150610387	-	0.166666667
chr1	150610731	-	0.133333333
chr1	150611065	-	0.177777778
chr1	150611158	-	0.5
chr1	150611162	-	0.5
chr1	150612597	-	0.277777778
chr1	150612617	-	0.222222222
chr1	150612650	-	0.2
chr1	150613113	-	0.5
chr1	150613131	-	0.25
chr1	150613132	-	0.25
chr1	150613178	-	0.333333333
chr1	150613179	-	0.333333333
chr1	150613185	-	0.75
chr1	150613214	-	0.333333333
chr1	150614043	-	0.5
chr1	150614456	-	0.166666667
chr1	150614462	-	0.166666667
chr1	150616440	-	0.206349206
chr1	150616467	-	0.333333333
chr1	150617416	-	0.133333333
chr1	150617456	-	0.333333333
chr1	150617457	-	0.111111111
chr1	150617465	-	0.111111111
chr1	150617914	-	0.20952381
chr1	150617918	-	0.166666667
chr1	150618096	-	0.322802198
chr1	150618159	-	0.714285714
chr1	150618199	-	0.722222222
chr1	150618204	-	0.763888889
chr1	150618483	-	0.333333333
chr1	150618489	-	0.166666667
chr1	150618498	-	0.166666667
chr1	150618563	-	0.148148148
chr1	150618594	-	0.148148148
chr1	150618721	-	0.209427609
chr1	150618727	-	0.106837607
chr1	150618728	-	0.103174603
chr1	150618850	-	0.277777778
chr1	150618889	-	0.483333333
chr1	150619041	-	0.111111111
chr1	150619079	-	0.111111111
chr1	150619110	-	0.222222222
chr1	150619154	-	0.158730159
chr1	150619164	-	0.291666667
chr1	150619171	-	0.25
chr1	150620706	-	0.111111111
chr1	150620839	-	0.166666667
chr1	150620849	-	0.222222222
chr1	150620953	-	0.661172161
chr1	150620954	-	0.269230769
chr1	150620956	-	0.423076923
chr1	150621021	-	0.407142857
chr1	150621411	-	0.38008658
chr1	150621412	-	0.3
chr1	150621414	-	0.333333333
chr1	150621549	-	0.185185185
chr1	150678187	-	1
chr1	150685549	-	1
chr1	150686159	-	0.5
chr1	150689730	-	0.166666667
chr1	150854226	-	0.333333333
chr1	150871494	-	0.5
chr1	150930699	+	0.166666667
chr1	150962463	-	0.333333333
chr1	150970634	-	0.25
chr1	150996182	-	0.222222222
chr1	150996185	-	0.166666667
chr1	150996186	-	0.111111111
chr1	150996206	-	0.333333333
chr1	150996318	-	0.166666667
chr1	150996645	-	0.313131313
chr1	150996680	-	0.422222222
chr1	150996723	-	0.361904762
chr1	150996726	-	0.572390572
chr1	151004061	-	0.8
chr1	151004141	-	0.111111111
chr1	151004160	-	0.125
chr1	151004509	-	0.5
chr1	151004542	-	1
chr1	151020397	+	1
chr1	151072423	+	1
chr1	151074182	+	0.5
chr1	151075669	+	0.125
chr1	151077877	+	0.666666667
chr1	151078472	+	0.222222222
chr1	151078855	+	0.666666667
chr1	151080729	+	0.25
chr1	151080752	+	0.166666667
chr1	151081147	+	1
chr1	151081149	+	1
chr1	151087602	+	0.5
chr1	151088768	+	0.25
chr1	151119143	+	1
chr1	151119249	+	0.25
chr1	151119291	+	0.166666667
chr1	151119529	+	0.166666667
chr1	151120034	+	0.555555556
chr1	151120092	+	0.5
chr1	151120403	+	1
chr1	151120857	+	0.133333333
chr1	151120896	+	0.333333333
chr1	151121017	+	0.2
chr1	151121018	+	0.3
chr1	151121019	+	0.666666667
chr1	151121618	+	0.5
chr1	151121700	+	0.5
chr1	151123231	+	0.666666667
chr1	151123278	+	0.25
chr1	151123394	+	0.666666667
chr1	151123731	+	0.666666667
chr1	151123925	+	0.1
chr1	151124064	+	0.666666667
chr1	151124068	+	0.666666667
chr1	151124279	+	0.227272728
chr1	151124351	+	0.166666667
chr1	151124408	+	0.166666667
chr1	151181382	-	1
chr1	151201479	+	0.340909091
chr1	151201487	+	0.1
chr1	151201489	+	0.45
chr1	151201491	+	0.111111111
chr1	151201536	+	0.333333333
chr1	151201539	+	0.121212121
chr1	151201570	+	0.327777778
chr1	151201672	+	0.316666667
chr1	151201673	+	0.25
chr1	151201741	+	0.833333333
chr1	151201742	+	0.194444444
chr1	151202609	+	0.288888889
chr1	151202898	+	0.333333333
chr1	151202899	+	0.333333333
chr1	151203265	+	0.333333334
chr1	151203267	+	0.166666667
chr1	151203271	+	0.3
chr1	151203519	+	0.166666667
chr1	151203633	+	0.161904762
chr1	151203703	+	0.222222222
chr1	151205185	+	0.333333333
chr1	151205269	+	0.380952381
chr1	151205276	+	0.276190476
chr1	151205309	+	0.599206349
chr1	151205315	+	0.355555556
chr1	151205411	+	0.587301587
chr1	151205587	+	0.5
chr1	151205683	+	0.185185185
chr1	151205713	+	0.454545455
chr1	151209833	+	0.176767677
chr1	151210089	+	0.133333333
chr1	151210830	+	0.125
chr1	151211793	+	0.111111111
chr1	151211916	+	0.111111111
chr1	151211991	+	0.111111111
chr1	151212040	+	0.333333333
chr1	151212067	+	0.111111111
chr1	151215430	+	0.194444444
chr1	151216132	+	0.325
chr1	151218619	+	0.111111111
chr1	151219195	+	0.416666667
chr1	151219260	+	0.227272727
chr1	151219261	+	0.222222222
chr1	151219306	+	0.310606061
chr1	151219748	+	0.111111111
chr1	151219749	+	0.111111111
chr1	151220075	+	0.277777778
chr1	151220203	+	0.333333333
chr1	151220211	+	0.671428571
chr1	151223299	+	0.215909091
chr1	151229082	+	1
chr1	151230707	+	0.222222222
chr1	151256568	+	0.444444444
chr1	151256769	+	0.166666667
chr1	151259032	+	0.666666667
chr1	151296134	-	0.9
chr1	151318629	-	0.5
chr1	151321522	-	0.75
chr1	151420395	-	0.5
chr1	151435631	-	0.166666667
chr1	151435774	-	0.333333333
chr1	151436504	-	0.375
chr1	151442866	-	0.25
chr1	151446593	-	0.5
chr1	151447135	-	0.333333333
chr1	151447223	-	0.1
chr1	151447519	-	0.333333333
chr1	151447524	-	0.277777778
chr1	151447528	-	0.277777778
chr1	151447575	-	0.666666667
chr1	151447686	-	0.375
chr1	151447762	-	0.333333333
chr1	151447765	-	0.222222222
chr1	151448419	-	1
chr1	151448813	-	0.111111111
chr1	151449707	-	0.5
chr1	151449820	-	0.233333333
chr1	151450062	-	0.1
chr1	151450134	-	0.5
chr1	151450170	-	0.722222222
chr1	151450278	-	0.5
chr1	151450491	-	0.666666667
chr1	151450533	-	0.488888889
chr1	151450572	-	0.166666667
chr1	151450970	-	1
chr1	151450974	-	0.1
chr1	151450982	-	0.5
chr1	151450983	-	0.333333334
chr1	151451100	-	0.333333333
chr1	151451437	-	0.30952381
chr1	151451478	-	1
chr1	151451545	-	0.166666667
chr1	151451558	-	0.5
chr1	151451599	-	0.166666667
chr1	151451931	-	0.5
chr1	151452424	-	0.2
chr1	151452453	-	0.361111111
chr1	151452489	-	0.166666667
chr1	151452609	-	0.222222222
chr1	151452621	-	0.333333333
chr1	151452716	-	0.111111111
chr1	151452781	-	0.888888889
chr1	151452782	-	0.5
chr1	151452833	-	0.4
chr1	151452858	-	0.166666667
chr1	151452863	-	0.166666667
chr1	151453025	-	0.388888889
chr1	151453047	-	0.555555555
chr1	151453060	-	0.166666667
chr1	151453102	-	0.333333333
chr1	151453154	-	0.474074074
chr1	151453193	-	0.148148148
chr1	151454923	-	0.166666667
chr1	151454925	-	0.166666667
chr1	151455942	-	0.133333333
chr1	151456016	-	0.333333333
chr1	151626581	+	0.166666667
chr1	151629683	+	0.5
chr1	151629684	+	1
chr1	151642225	+	1
chr1	151871090	-	0.5
chr1	151871242	-	0.333333334
chr1	151871243	-	0.166666667
chr1	151893971	-	0.666666667
chr1	151894056	-	0.111111111
chr1	1520923	+	0.321428572
chr1	1531913	+	0.5
chr1	153822024	-	1
chr1	153826441	-	0.166666667
chr1	153826900	-	1
chr1	153834584	-	0.75
chr1	153847065	-	0.5
chr1	153849769	-	0.5
chr1	153850402	-	1
chr1	153855307	-	0.444444444
chr1	153855314	-	0.527777778
chr1	153855331	-	0.333333333
chr1	153855367	-	0.333333333
chr1	153855428	-	0.333333333
chr1	153855432	-	0.333333333
chr1	153855760	-	0.5
chr1	153855767	-	0.5
chr1	153859171	-	1
chr1	153860534	-	0.5
chr1	153862247	-	0.25
chr1	153863852	-	0.5
chr1	153863858	-	0.25
chr1	153863897	-	0.5
chr1	153866918	-	1
chr1	153868846	-	0.5
chr1	153869209	-	0.333333333
chr1	153870085	-	1
chr1	153870096	-	0.5
chr1	153870314	-	0.666666667
chr1	153870461	-	0.444444444
chr1	153871177	-	0.25
chr1	153878415	-	0.533333333
chr1	153879037	-	0.666666667
chr1	153884480	-	0.25
chr1	153884894	-	0.666666667
chr1	153884895	-	0.333333333
chr1	153885036	-	0.5
chr1	153885741	-	0.5
chr1	153885800	-	0.5
chr1	153886601	-	0.6
chr1	153886613	-	0.6
chr1	153886760	-	0.666666667
chr1	153886764	-	0.166666667
chr1	153886765	-	0.166666667
chr1	153892768	-	0.25
chr1	153896614	-	0.5
chr1	153896615	-	0.75
chr1	153896618	-	0.75
chr1	153901637	-	0.5
chr1	153902565	-	0.2
chr1	153904979	-	0.2
chr1	153907777	-	0.166666667
chr1	153908971	-	1
chr1	153908983	-	1
chr1	153909105	-	0.333333334
chr1	153909143	-	1
chr1	153909145	-	1
chr1	153909148	-	0.5
chr1	153909352	-	0.25
chr1	153909459	-	1
chr1	153909473	-	0.333333333
chr1	153909557	-	0.333333333
chr1	153909558	-	0.333333333
chr1	153909559	-	0.333333333
chr1	153917533	-	0.111111111
chr1	153981093	-	1
chr1	154208818	-	0.333333333
chr1	154233198	+	0.5
chr1	154233425	+	0.125
chr1	154233508	+	0.5
chr1	154234119	+	0.5
chr1	154335510	+	0.222222222
chr1	154986103	+	0.166666667
chr1	155171009	-	0.666666667
chr1	155171052	-	0.481481481
chr1	155203900	-	1
chr1	155204012	-	0.666666667
chr1	155204072	-	0.25
chr1	155204468	-	0.25
chr1	155220640	-	1
chr1	155222135	-	0.5
chr1	155224053	-	0.5
chr1	155224134	-	0.5
chr1	155312804	+	0.153846154
chr1	155312809	+	0.208144796
chr1	155312868	+	0.144444444
chr1	155314021	+	0.666666667
chr1	155314614	+	0.204545455
chr1	155315562	+	0.166666667
chr1	155316730	+	0.188434048
chr1	155396413	-	1
chr1	155397808	-	1
chr1	155451145	-	1
chr1	155451764	-	0.3
chr1	155452233	-	0.166666667
chr1	155452234	-	0.5
chr1	155452760	-	0.666666667
chr1	155452761	-	0.666666667
chr1	155453167	-	1
chr1	155453192	-	0.5
chr1	155453243	-	0.25
chr1	155469245	-	0.111111111
chr1	155470279	-	0.333333333
chr1	155470372	-	0.5
chr1	155470376	-	0.5
chr1	155470716	-	0.388888889
chr1	155470747	-	0.555555556
chr1	155470748	-	0.888888889
chr1	155472207	-	0.166666667
chr1	155473635	-	0.111111111
chr1	155473643	-	0.166666667
chr1	155473700	-	0.2
chr1	155473705	-	0.285714286
chr1	155474516	-	0.25
chr1	155474552	-	0.333333333
chr1	155474579	-	0.35
chr1	155474601	-	0.666666667
chr1	155474607	-	0.666666667
chr1	155474618	-	0.333333333
chr1	155476197	-	1
chr1	155476615	-	0.166666667
chr1	155511896	-	0.166666667
chr1	155512592	-	1
chr1	155520779	-	1
chr1	155520780	-	1
chr1	155540017	-	0.5
chr1	155543839	-	0.125
chr1	155557401	-	0.166666667
chr1	155558807	-	0.133333333
chr1	155559452	-	0.25
chr1	155559453	-	0.25
chr1	155665173	-	0.5
chr1	155666254	-	0.5
chr1	155666346	-	1
chr1	155670807	-	1
chr1	155670813	-	1
chr1	155670942	-	0.277777778
chr1	155670943	-	0.611111111
chr1	155671319	-	0.392857143
chr1	155673116	-	0.5
chr1	155680713	-	0.5
chr1	155681537	-	0.166666667
chr1	155683003	-	0.25
chr1	155683493	-	0.666666667
chr1	155684140	-	0.166666667
chr1	155684714	-	0.277777778
chr1	155689726	+	0.333333333
chr1	155703811	+	0.333333333
chr1	155704062	+	0.4
chr1	155710398	+	1
chr1	155711311	+	0.5
chr1	155726666	+	0.206349206
chr1	155726726	+	0.266666667
chr1	155727395	+	0.583333333
chr1	155732775	+	0.5
chr1	155732861	+	0.4
chr1	155733885	+	0.411111111
chr1	155733892	+	0.333333333
chr1	155734266	+	0.227272727
chr1	155734405	+	0.155555555
chr1	155735009	+	0.166666667
chr1	155735356	+	0.133333333
chr1	155735366	+	0.343434343
chr1	155735375	+	0.134680135
chr1	155735502	+	0.375757576
chr1	155735509	+	0.235897436
chr1	155735942	+	0.1
chr1	155735945	+	0.7
chr1	155736139	+	0.111111111
chr1	155736556	+	0.197802198
chr1	155736669	+	0.160606061
chr1	155754999	-	0.625
chr1	155755004	-	0.642857143
chr1	155763840	-	0.583333334
chr1	155764739	-	0.5
chr1	155788130	-	0.5
chr1	1558119	-	0.5
chr1	155817742	-	0.1
chr1	155818832	-	0.333333333
chr1	155907493	-	0.5
chr1	155920665	-	0.166666667
chr1	155924195	-	0.2
chr1	155924205	-	0.111111111
chr1	155932809	-	0.5
chr1	155932877	-	0.333333333
chr1	155933424	-	0.5
chr1	1560052	-	0.355555556
chr1	1560053	-	0.533910534
chr1	156039336	-	0.5
chr1	156039748	-	1
chr1	156045956	-	0.666666667
chr1	156046025	-	0.5
chr1	156046656	-	0.5
chr1	156047778	-	1
chr1	156089160	+	0.75
chr1	156091546	+	0.5
chr1	1561305	-	0.25
chr1	1561309	-	0.375
chr1	156214013	+	0.5
chr1	156214978	+	0.5
chr1	156218601	+	1
chr1	156224521	+	0.5
chr1	156224617	+	0.571428571
chr1	156224643	+	0.75
chr1	156225029	+	1
chr1	156227626	+	0.25
chr1	156227670	+	0.75
chr1	156233953	+	1
chr1	156254855	-	0.333333333
chr1	156315301	-	0.111111111
chr1	156325427	-	0.166666667
chr1	156329368	-	0.333333333
chr1	156329444	-	0.166666667
chr1	156329577	-	0.2
chr1	156329578	-	0.2
chr1	156331923	-	0.166666667
chr1	156332154	-	0.333333333
chr1	156332241	-	0.166666667
chr1	15635066	+	0.5
chr1	15639817	+	0.5
chr1	156730650	+	0.5
chr1	156735124	+	1
chr1	156735169	+	0.333333333
chr1	156783560	+	0.606060606
chr1	156785294	+	0.666666667
chr1	156785295	+	0.555555556
chr1	156785420	+	0.222222222
chr1	1572376	-	1
chr1	1572663	-	0.5
chr1	15857086	+	0.25
chr1	15858823	+	0.666666667
chr1	15861786	+	0.666666667
