chr	pos	strand	ratio
chr1	10457994	-	0.375
chr1	10458630	-	0.290909091
chr1	10458676	-	0.115384616
chr1	10458698	-	0.275641026
chr1	10458990	-	0.166666667
chr1	10459006	-	0.617647059
chr1	10459061	-	0.258333334
chr1	10459852	-	0.283333334
chr1	10459854	-	0.533333334
chr1	10459915	-	0.291666667
chr1	10459924	-	0.142857143
chr1	10459999	-	0.125
chr1	10460041	-	0.1625
chr1	10460095	-	0.476190477
chr1	10460122	-	0.4
chr1	10460132	-	0.683333334
chr1	10460161	-	0.176470588
chr1	10460238	-	0.833333334
chr1	10460320	-	0.708333334
chr1	10460325	-	0.1875
chr1	10460429	-	0.205555556
chr1	10460657	-	0.397058824
chr1	10460667	-	0.284313726
chr1	10460693	-	0.271428572
chr1	10460706	-	0.124060151
chr1	10460712	-	0.1
chr1	10460761	-	0.348484849
chr1	10461112	-	0.222222222
chr1	10461142	-	0.262931035
chr1	10461180	-	0.236111111
chr1	10462251	-	0.5
chr1	10462257	-	0.666666667
chr1	10542568	+	1
chr1	10577009	+	1
chr1	11083147	-	1
chr1	15491539	-	0.5
chr1	15491751	-	1
chr1	15571978	-	1
chr1	15571981	-	0.5
chr1	15571987	-	1
chr1	15571996	-	0.166666667
chr1	15572020	-	0.1
chr1	15572058	-	0.166666667
chr1	15572062	-	0.5
chr1	15572413	-	0.5
chr1	15572456	-	0.166666667
chr1	15572535	-	0.5
chr1	15572591	-	0.25
chr1	15573012	-	0.1
chr1	15573013	-	0.1
chr1	15573041	-	0.1
chr1	15573136	-	0.166666667
chr1	16563146	-	0.5
chr1	17414723	-	1
chr1	19215755	-	0.277777778
chr1	19215961	-	0.125
chr1	19215968	-	0.25
chr1	19216136	-	0.2
chr1	19216752	-	0.333333333
chr1	19216754	-	0.4
chr1	19216854	-	1
chr1	19216878	-	0.25
chr1	19216922	-	0.25
chr1	19216962	-	0.5
chr1	19216964	-	0.5
chr1	19217290	-	0.25
chr1	19329135	+	0.25
chr1	19628178	+	1
chr1	20649498	-	1
chr1	20756982	-	1
chr1	20758851	-	1
chr1	20774883	-	0.1
chr1	20775409	-	0.85
chr1	20784998	-	0.5
chr1	23381147	-	0.333333333
chr1	23382113	-	0.5
chr1	24537696	+	0.25
chr1	24537712	+	0.375
chr1	24537778	+	0.625
chr1	24537779	+	0.625
chr1	24538533	+	1
chr1	24538543	+	1
chr1	25833525	-	0.5
chr1	26877809	-	1
chr1	26878458	-	0.5
chr1	26878672	-	0.166666667
chr1	26878732	-	1
chr1	26879098	-	0.166666667
chr1	28335687	+	0.75
chr1	28423390	+	1
chr1	28498824	+	0.1
chr1	28498857	+	0.367647059
chr1	28498973	+	0.333333333
chr1	28499247	+	0.166666667
chr1	28499605	+	0.125
chr1	28499677	+	0.653846154
chr1	28499737	+	0.138888889
chr1	28509334	+	0.246212121
chr1	28509421	+	0.186956522
chr1	28509424	+	0.235119048
chr1	28510461	+	0.166666667
chr1	28545476	+	0.833333334
chr1	28545477	+	0.833333334
chr1	28545492	+	1
chr1	29081620	+	1
chr1	29172428	-	0.18382353
chr1	29172550	-	0.416666667
chr1	29173573	-	0.5
chr1	29193152	-	0.5
chr1	32367939	-	0.75
chr1	32621210	-	0.5
chr1	32674998	+	1
chr1	32682594	+	0.5
chr1	32682685	+	0.357142857
chr1	32683019	+	0.111111111
chr1	32683021	+	0.55
chr1	32683104	+	0.1
chr1	32683774	+	0.6
chr1	32683906	+	0.125
chr1	32787647	-	0.5
chr1	32819475	+	0.5
chr1	35082459	+	1
chr1	35100542	+	0.833333334
chr1	35599887	-	0.666666667
chr1	35599888	-	0.833333334
chr1	35599927	-	0.5
chr1	35600013	-	0.125
chr1	35601289	-	0.5
chr1	35602075	-	0.155913979
chr1	35602150	-	0.133333334
chr1	35602158	-	0.552941177
chr1	35602182	-	0.146464647
chr1	35602215	-	0.442307693
chr1	35602236	-	0.7
chr1	35602284	-	0.928571429
chr1	35602564	-	0.168896321
chr1	35602594	-	0.189577718
chr1	35602608	-	0.479365079
chr1	35602629	-	0.315047022
chr1	35602679	-	0.316666667
chr1	35602693	-	0.109649123
chr1	35602767	-	0.179144385
chr1	35602768	-	0.560606061
chr1	36056841	+	1
chr1	36064019	+	1
chr1	36064114	+	0.333333333
chr1	36064123	+	0.333333333
chr1	36069134	+	1
chr1	36070016	+	0.25
chr1	36459249	-	0.5
chr1	37861055	-	0.541666667
chr1	37884541	-	1
chr1	43994324	-	1
chr1	44022986	-	1
chr1	44023385	-	1
chr1	44023548	-	1
chr1	44083682	+	1
chr1	44104996	+	0.166666667
chr1	44111638	+	1
chr1	44872537	-	1
chr1	45509513	+	0.125
chr1	45509955	+	0.1
chr1	45512412	+	0.5
chr1	45609939	+	0.666666667
chr1	45609988	+	0.166666667
chr1	45609990	+	0.5
chr1	45609991	+	1
chr1	45610042	+	0.5
chr1	45610794	+	1
chr1	45610795	+	1
chr1	45610856	+	0.5
chr1	45610969	+	0.375
chr1	45655958	-	1
chr1	45695302	-	0.25
chr1	45695363	-	0.5
chr1	45697310	-	0.125
chr1	45697387	-	0.222222222
chr1	45697445	-	1
chr1	45697469	-	0.5
chr1	45697523	-	0.75
chr1	45697524	-	0.5
chr1	45698045	-	0.25
chr1	45698208	-	1
chr1	45698810	-	0.333333334
chr1	45698820	-	0.333333334
chr1	46305632	+	1
chr1	46305934	+	1
chr1	52039589	-	1
chr1	52039965	-	1
chr1	52373125	-	0.1
chr1	52441379	-	0.25
chr1	52823197	+	0.4
chr1	52823221	+	0.1
chr1	52823224	+	0.208333334
chr1	52823874	+	0.305555556
chr1	52824013	+	0.3125
chr1	52824015	+	0.173611111
chr1	52824086	+	0.366666667
chr1	52825735	+	0.25
chr1	52825747	+	0.533333334
chr1	52825752	+	0.416666667
chr1	52825761	+	0.25
chr1	52825762	+	0.55
chr1	52878737	+	0.333333333
chr1	52880896	+	0.5
chr1	52883606	+	1
chr1	52884012	+	0.333333333
chr1	52884308	+	0.25
chr1	52893585	+	0.928571429
chr1	52893586	+	0.523809524
chr1	52893679	+	0.333333334
chr1	52893689	+	0.515151516
chr1	52893721	+	0.3
chr1	52893992	+	1
chr1	52894071	+	0.227272728
chr1	52894072	+	0.181818182
chr1	53237013	-	1
chr1	54099687	+	0.25
chr1	54099688	+	0.25
chr1	54172244	-	0.45
chr1	61714619	-	0.25
chr1	61714652	-	0.833333334
chr1	62161455	+	0.25
chr1	62161599	+	0.214285715
chr1	62161600	+	0.396825397
chr1	62162736	+	0.111111111
chr1	62162769	+	0.3
chr1	62162770	+	0.3
chr1	62162933	+	0.25
chr1	62162934	+	0.25
chr1	63445884	-	0.5
chr1	67409005	-	0.422222222
chr1	67409012	-	0.270114943
chr1	67409013	-	0.330721004
chr1	67409047	-	0.18382353
chr1	67409175	-	0.361904762
chr1	67417612	-	1
chr1	67418592	-	1
chr1	70273905	-	0.5
chr1	70319348	-	0.5
chr1	70323852	-	1
chr1	70428710	+	0.333333333
chr1	70439795	+	0.125
chr1	70439796	+	0.166666667
chr1	77676366	-	1
chr1	77698277	-	1
chr1	84931881	-	1
chr1	85024158	-	1
chr1	85181229	-	0.5
chr1	88986014	-	1
chr1	92273688	-	1
chr1	92397330	+	1
chr1	96799434	+	1
chr1	100024439	+	1
chr1	100024499	+	0.45
chr1	100024717	+	0.666666667
chr1	100024746	+	0.961538462
chr1	100145824	+	0.266666667
chr1	100145827	+	0.25
chr1	100189256	-	0.5
chr1	100193708	-	0.125
chr1	100193778	-	0.5
chr1	101075596	+	1
chr1	101076681	+	1
chr1	108932027	-	0.125490196
chr1	108932152	+	0.166666667
chr1	108932153	+	0.222222222
chr1	108933009	+	0.25
chr1	108933018	-	0.25
chr1	108933019	+	0.35
chr1	108933118	+	0.366666667
chr1	109063526	-	0.240384616
chr1	109063533	-	0.433333334
chr1	109063537	-	0.3
chr1	109063538	-	0.111111111
chr1	109063549	-	0.1625
chr1	109063569	-	0.177884616
chr1	109063713	-	0.183333334
chr1	109063714	-	0.361111111
chr1	109063722	-	0.30952381
chr1	109063900	-	0.470270271
chr1	109063912	-	0.469512195
chr1	109063913	-	0.420731708
chr1	109063989	-	0.555555556
chr1	109064034	-	0.456818182
chr1	109402869	-	0.25
chr1	109403405	-	0.125
chr1	109407843	-	0.5
chr1	109409428	-	1
chr1	109472753	+	0.5
chr1	109596453	+	0.5
chr1	110359391	+	0.666666667
chr1	110359392	+	0.666666667
chr1	110359430	+	0.366666667
chr1	110359998	+	0.5
chr1	110360390	+	0.142857143
chr1	110360433	+	1
chr1	110362529	+	0.333333333
chr1	110366049	+	0.166666667
chr1	110367384	+	0.357142857
chr1	110367386	+	0.125
chr1	110367387	+	0.375
chr1	110368034	+	1
chr1	110369079	+	0.375
chr1	110369337	+	0.75
chr1	112969471	+	0.5
chr1	112970472	+	1
chr1	112970478	+	0.5
chr1	112970479	+	1
chr1	113724457	-	1
chr1	113744848	-	1
chr1	113748074	-	0.166666667
chr1	119143214	+	1
chr1	119158452	+	0.5
chr1	119158682	+	0.5
chr1	119164313	+	0.333333334
chr1	145193810	-	1
chr1	145741069	-	1
chr1	145745485	-	0.5
chr1	145745518	-	0.666666667
chr1	145745520	-	1
chr1	145745656	-	0.25
chr1	145745659	-	0.291666667
chr1	145745660	-	0.166666667
chr1	145745981	-	1
chr1	145746058	-	1
chr1	145746061	-	0.5
chr1	145746103	-	0.571428572
chr1	145746113	-	0.571428572
chr1	145746142	-	0.25
chr1	145921978	-	0.452380952
chr1	145921979	-	0.5
chr1	145922074	-	0.4
chr1	145922140	-	0.5
chr1	145922141	-	0.125
chr1	145922147	-	0.5
chr1	145922161	-	0.583333334
chr1	145923013	-	0.55
chr1	145923017	-	0.5
chr1	145923018	-	0.5
chr1	145923093	-	0.75
chr1	145925522	-	0.8
chr1	148426176	-	1
chr1	149855928	-	1
chr1	149941827	-	0.118055556
chr1	150046558	-	1
chr1	150046729	-	0.5
chr1	150607410	-	0.5
chr1	150610752	-	0.25
chr1	150611260	-	0.1
chr1	150612649	-	0.5
chr1	150613213	-	0.666666667
chr1	150614042	-	0.285714286
chr1	150617917	-	0.25
chr1	150618488	-	0.5
chr1	150618497	-	0.666666667
chr1	150618562	-	0.5
chr1	150619109	-	0.5
chr1	150620952	-	1
chr1	150621020	-	0.666666667
chr1	150621410	-	0.875
chr1	150621411	-	0.875
chr1	150621413	-	0.875
chr1	150621548	-	0.25
chr1	150996653	-	0.142857143
chr1	151119353	+	1
chr1	151120090	+	0.5
chr1	151120091	+	1
chr1	151121015	+	0.5
chr1	151121017	+	0.5
chr1	151124000	+	0.5
chr1	151201486	+	0.25
chr1	151201488	+	0.5
chr1	151201490	+	0.25
chr1	151203264	+	0.333333334
chr1	151205682	+	1
chr1	151211428	+	0.375
chr1	151219499	+	0.5
chr1	151219500	+	0.5
chr1	151259031	+	1
chr1	151447134	-	0.666666667
chr1	151447518	-	0.5
chr1	151447574	-	1
chr1	151447685	-	1
chr1	151448360	-	0.8
chr1	151448381	-	1
chr1	151448769	-	1
chr1	151448781	-	0.5
chr1	151448812	-	1
chr1	151449771	-	0.166666667
chr1	151449773	-	0.416666667
chr1	151449783	-	0.5
chr1	151450169	-	0.75
chr1	151450281	-	1
chr1	151450305	-	1
chr1	151450571	-	0.25
chr1	151450598	-	0.25
chr1	151450603	-	0.5
chr1	151450981	-	1
chr1	151451418	-	0.666666667
chr1	151451436	-	1
chr1	151451557	-	0.25
chr1	151452382	-	0.166666667
chr1	151452452	-	1
chr1	151452608	-	0.25
chr1	151452620	-	0.375
chr1	151452621	-	0.125
chr1	151452780	-	0.25
chr1	151453153	-	0.5
chr1	151454852	-	1
chr1	151455941	-	0.75
chr1	151456014	-	0.25
chr1	151456015	-	0.25
chr1	151871089	-	0.5
chr1	151871158	-	0.5
chr1	151871215	-	0.75
chr1	151871241	-	0.25
chr1	151874498	-	0.35
chr1	151874502	-	0.25
chr1	151874633	-	0.25
chr1	153640650	+	0.5
chr1	154208231	-	0.5
chr1	155221367	-	1
chr1	155223052	-	1
chr1	155224079	-	1
chr1	155315267	+	1
chr1	155562549	-	1
chr1	155684713	-	0.75
chr1	155726663	+	1
chr1	155726665	+	1
chr1	155726725	+	0.5
chr1	155726747	+	1
chr1	155726767	+	1
chr1	155727394	+	0.5
chr1	155736555	+	0.5
chr1	155924204	-	1
chr1	156735102	+	1
chr1	156785293	+	1
chr1	160026784	-	1
chr1	160026905	-	0.566666667
chr1	160026919	-	0.25
chr1	160026965	-	1
chr1	160026971	-	1
chr1	160027070	-	0.875
chr1	160251610	-	1
chr1	160257936	-	1
chr1	160996560	-	0.25
chr1	160996561	-	0.166666667
chr1	160996562	-	0.333333334
chr1	160996643	-	0.916666667
chr1	160998042	-	1
chr1	160998064	-	0.5
chr1	160998066	-	0.875
chr1	160998099	-	0.693181818
chr1	160998100	-	0.602272728
chr1	160998108	-	0.45
chr1	161367026	+	0.25
chr1	161368975	+	0.125
chr1	161369044	+	0.125
chr1	168244358	+	0.1
chr1	168245070	+	0.1
chr1	168249283	+	0.466666667
chr1	168249304	+	0.428571429
chr1	168251041	+	0.607692308
chr1	168251093	+	0.266666667
chr1	168251102	+	0.2
chr1	168251124	+	0.182539683
chr1	168251168	+	0.442307693
chr1	168251236	+	0.216666667
chr1	168251250	+	0.25
chr1	169393869	+	1
chr1	169478008	-	0.5
chr1	173799955	-	0.125
chr1	173799999	-	0.25
chr1	173858682	+	0.25
chr1	173862575	+	0.5
chr1	179073480	+	0.6
chr1	179073551	+	0.201923077
chr1	179073561	+	0.583333334
chr1	179073565	+	0.666666667
chr1	179073583	+	0.2
chr1	179073769	+	0.25
chr1	179074964	+	0.675824176
chr1	179075044	+	0.5
chr1	179356616	+	0.25
chr1	179357142	+	0.236111111
chr1	179357660	+	0.142857143
chr1	179357711	+	0.416666667
chr1	179357772	+	0.25
chr1	179357874	+	0.1
chr1	179357875	+	0.125
chr1	179357881	+	0.75
chr1	179859960	-	0.7
chr1	179860064	-	0.25
chr1	179860289	-	1
chr1	184792044	-	0.1
chr1	184792139	-	1
chr1	193095764	-	0.25
chr1	201515330	+	1
chr1	201515486	+	0.166666667
chr1	201515540	+	0.5
chr1	201515769	+	0.666666667
chr1	201515778	+	0.522222222
chr1	201515907	+	1
chr1	201515910	+	1
chr1	201517250	+	1
chr1	201517251	+	0.5
chr1	201517316	+	0.25
chr1	201517448	+	1
chr1	201517457	+	1
chr1	201517913	+	1
chr1	201518017	+	0.166666667
chr1	201518383	+	0.416666667
chr1	201518385	+	0.166666667
chr1	201518961	+	0.333333333
chr1	201519729	+	0.166666667
chr1	201519825	+	0.5
chr1	201519826	+	0.9
chr1	201998343	-	0.166666667
chr1	201998409	-	1
chr1	204423352	-	0.1
chr1	204453992	-	0.666666667
chr1	204454046	-	1
chr1	204454047	-	1
chr1	204454292	-	0.5
chr1	204487025	-	0.5
chr1	204552094	+	0.174242425
chr1	204552421	+	0.583333334
chr1	204555417	+	1
chr1	204555608	+	0.5
chr1	204555609	+	0.5
chr1	204555677	+	0.333333333
chr1	204555705	+	0.5
chr1	204555708	+	0.25
chr1	204555717	+	0.5
chr1	204555785	+	0.25
chr1	204556464	+	0.5
chr1	204556520	+	0.416666667
chr1	204556588	+	0.125
chr1	204556615	+	0.5
chr1	204648767	-	1
chr1	207094229	+	0.142857143
chr1	207094237	+	0.255555556
chr1	207094241	+	0.406593407
chr1	207097351	+	0.5625
chr1	207769110	+	0.166666667
chr1	207769126	+	1
chr1	207769904	+	0.306818182
chr1	207769930	+	0.25
chr1	207769939	+	0.166666667
chr1	207787345	+	0.166666667
chr1	207788260	+	0.5
chr1	211264627	+	0.25
chr1	212731389	-	1
chr1	214350556	-	0.5
chr1	214350761	-	0.690476191
chr1	214350762	-	0.452380952
chr1	214350776	-	0.1875
chr1	214350777	-	0.111111111
chr1	214350785	-	0.1
chr1	214351090	-	0.108571429
chr1	214351189	-	0.142857143
chr1	214351212	-	0.717592593
chr1	214351222	-	0.343589744
chr1	214351232	-	0.22972973
chr1	214355793	-	0.154761905
chr1	214355822	-	0.333333334
chr1	214355890	-	0.45
chr1	214355908	-	0.171428572
chr1	214355909	-	0.330769231
chr1	214356381	-	0.683467742
chr1	214356396	-	0.568181818
chr1	214356398	-	0.104278075
chr1	217603799	-	0.75
chr1	217603801	-	0.75
chr1	217604184	-	1
chr1	217604186	-	1
chr1	217604202	-	0.5
chr1	217604268	-	0.5
chr1	220057920	-	0.236413044
chr1	220057932	-	0.340909091
chr1	220057987	-	0.933333334
chr1	220058112	-	0.291666667
chr1	220058141	-	0.166666667
chr1	220058144	-	0.458333334
chr1	220058616	-	1
chr1	220058620	-	0.4875
chr1	220058639	-	0.432692308
chr1	220058668	-	0.1
chr1	220058800	-	0.471428572
chr1	220058801	-	0.142857143
chr1	220814545	+	0.25
chr1	220814546	+	0.125
chr1	220814703	+	0.833333334
chr1	220817197	+	0.5
chr1	224004830	+	1
chr1	224192795	+	0.1
chr1	224264951	-	0.5
chr1	225450415	-	1
chr1	225786911	+	0.4
chr1	225786971	+	0.113430127
chr1	225787043	+	0.285714286
chr1	225787045	+	0.25
chr1	225788238	+	0.166666667
chr1	225788243	+	0.333333333
chr1	225788247	+	0.708333334
chr1	225788330	+	0.5
chr1	225788348	+	0.916666667
chr1	225788357	+	0.333333334
chr1	225788554	+	0.5
chr1	225865012	-	1
chr1	229489726	-	0.5
chr10	916611	-	1
chr10	11459520	-	0.5
chr10	12025975	-	1
chr10	12121033	+	0.272727273
chr10	12121126	+	0.120192308
chr10	12121174	+	0.395833334
chr10	12122361	+	0.125
chr10	14907006	-	0.333333334
chr10	26761082	-	1
chr10	28525615	-	0.333333334
chr10	28525658	-	0.666666667
chr10	28525685	-	1
chr10	28525725	-	0.5
chr10	28525762	-	0.5
chr10	28538707	+	1
chr10	29460856	+	0.4
chr10	29460859	+	0.8
chr10	42517938	-	1
chr10	42518782	-	1
chr10	42518783	-	1
chr10	45850066	-	0.5
chr10	45869110	-	1
chr10	45874749	-	1
chr10	46010218	-	1
chr10	47530609	-	1
chr10	49961087	+	1
chr10	49961648	+	0.166666667
chr10	49973493	+	1
chr10	50068810	+	0.5
chr10	50068990	+	0.5
chr10	67952491	-	1
chr10	68123456	+	0.142857143
chr10	68123497	+	0.25
chr10	68123629	+	0.583333334
chr10	68127058	+	0.730769231
chr10	68127132	+	0.45
chr10	68133298	+	0.25
chr10	68479751	-	1
chr10	68481751	-	0.125
chr10	68481806	-	0.833333334
chr10	68481807	-	0.666666667
chr10	68519374	-	0.5
chr10	68520114	-	0.5
chr10	68520177	-	0.5
chr10	68520228	-	0.194444445
chr10	68520229	-	0.563492064
chr10	68520945	-	1
chr10	68521369	-	1
chr10	68521372	-	0.5
chr10	68521433	-	0.5
chr10	68522061	-	1
chr10	68522062	-	0.5
chr10	68522905	-	1
chr10	68523213	-	0.833333334
chr10	68523217	-	0.833333334
chr10	68523227	-	0.25
chr10	68523291	-	0.5
chr10	68523330	-	0.5
chr10	68523373	-	1
chr10	68523943	-	1
chr10	68524765	-	0.5
chr10	68525232	-	0.375
chr10	68525259	-	0.75
chr10	68525272	-	0.75
chr10	68525273	-	0.75
chr10	68525386	-	0.4
chr10	68525407	-	0.142857143
chr10	68525526	-	1
chr10	68757531	+	0.666666667
chr10	68757595	+	1
chr10	68758322	+	0.5
chr10	68759231	+	0.5
chr10	68759311	+	1
chr10	68759389	+	0.5
chr10	68759974	+	0.5
chr10	68760182	+	0.25
chr10	68760742	+	1
chr10	68760807	+	1
chr10	68760808	+	1
chr10	68776646	+	0.5
chr10	70168922	-	1
chr10	72233937	+	0.166666667
chr10	72234099	+	1
chr10	72234933	+	0.419047619
chr10	72234948	+	0.1
chr10	72235193	+	0.5
chr10	72235262	+	0.25
chr10	72235304	+	0.5
chr10	73248972	-	0.17805383
chr10	73249058	-	0.335632184
chr10	73249117	-	0.229665072
chr10	73249196	-	0.858333334
chr10	73249826	-	0.30448718
chr10	73249832	-	0.222560976
chr10	73250083	-	0.336617406
chr10	73250085	-	0.139204546
chr10	73250328	-	0.1
chr10	73776318	+	0.5
chr10	73776435	+	0.388888889
chr10	73776525	+	1
chr10	73776533	+	0.666666667
chr10	73776595	+	0.183333334
chr10	73778304	+	0.25
chr10	73778312	+	0.25
chr10	73778952	+	0.142857143
chr10	79738619	-	0.5
chr10	80432561	+	0.194444445
chr10	80435601	+	0.375
chr10	80435606	+	0.5
chr10	80435711	+	0.333333334
chr10	80436226	+	0.25
chr10	80436253	+	0.5
chr10	86926332	+	1
chr10	86926333	+	1
chr10	86931119	+	1
chr10	87208221	-	1
chr10	87208354	-	1
chr10	87208463	-	0.5
chr10	87208465	-	0.5
chr10	87215112	-	0.25
chr10	94565150	+	0.5
chr10	94577739	+	0.5
chr10	94579365	+	0.75
chr10	94605356	+	0.1625
chr10	94607856	+	0.280952381
chr10	94607866	+	0.390909091
chr10	94607910	+	0.683333334
chr10	94607958	+	0.305555556
chr10	94607971	+	0.357142858
chr10	94607985	+	0.216374269
chr10	94607986	+	0.394736843
chr10	94610334	+	0.212121212
chr10	94610335	+	0.153846154
chr10	94610688	+	0.127717392
chr10	94610772	+	0.125
chr10	94612661	+	0.196428572
chr10	94612669	+	0.201923077
chr10	94612686	+	0.266666667
chr10	94612725	+	0.154761905
chr10	94612726	+	0.154761905
chr10	94612804	+	0.211111111
chr10	94612805	+	0.261363637
chr10	94612810	+	0.1
chr10	94612814	+	0.125
chr10	99713885	-	0.15
chr10	100232549	-	0.888888889
chr10	100232550	-	1
chr10	100232667	-	0.196428572
chr10	100233025	-	0.339285715
chr10	100233035	-	0.166666667
chr10	100233052	-	0.45
chr10	101716434	-	0.5
chr10	101789716	-	0.5
chr10	101789722	-	0.5
chr10	101789944	-	1
chr10	101811669	-	0.5
chr10	102736812	+	1
chr10	103178302	-	0.181818182
chr10	103178707	-	0.25
chr10	116896999	-	0.25
chr10	119572210	-	0.333333334
chr10	119572271	-	0.333333334
chr10	119572309	-	0.708333334
chr10	119572449	-	0.25
chr10	119572456	-	0.333333334
chr10	119572511	-	1
chr10	119572515	-	0.166666667
chr10	119572517	-	0.5
chr10	119572519	-	0.5
chr10	119572549	-	0.1
chr10	119572550	-	1
chr10	119572554	-	0.55
chr10	119572610	-	0.5
chr10	119572613	-	0.5
chr10	119572620	-	1
chr10	119572670	-	0.2
chr10	119572675	-	0.566666667
chr10	119572678	-	0.9
chr10	119572680	-	0.166666667
chr10	119572681	-	0.166666667
chr10	119572721	-	0.642857143
chr10	119572722	-	0.5
chr10	119572890	-	1
chr10	119572893	-	1
chr10	119572899	-	0.5
chr10	119573008	-	1
chr10	119573098	-	0.166666667
chr10	119573110	-	0.166666667
chr10	119573234	-	1
chr10	124462447	+	1
chr10	124781083	-	1
chr10	124787349	-	0.5
chr10	125870639	-	1
chr10	132330945	-	1
chr11	456315	+	1
chr11	651329	-	0.5
chr11	670869	-	1
chr11	767879	-	0.375
chr11	767880	-	0.25
chr11	767978	-	0.166666667
chr11	768302	-	0.5
chr11	768305	-	0.5
chr11	768311	-	0.75
chr11	768382	-	0.5
chr11	768385	-	0.666666667
chr11	768392	-	0.625
chr11	768536	-	0.5
chr11	768569	-	0.25
chr11	768721	-	0.225
chr11	768722	-	0.1
chr11	769017	-	1
chr11	769053	-	1
chr11	769458	-	0.166666667
chr11	769741	-	0.557142857
chr11	769747	-	0.416666667
